"Avg # Bars In Losing Trades: All","Avg # Bars In Losing Trades: Long","Avg # Bars In Losing Trades: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars In Winning Trades: All","Avg # Bars In Winning Trades: Long","Avg # Bars In Winning Trades: Short","Avg Losing Trade: All","Avg Losing Trade: Long","Avg Losing Trade: Short","Avg Losing Trade %: All","Avg Losing Trade %: Long","Avg Losing Trade %: Short","Avg Trade: All","Avg Trade: Long","Avg Trade: Short","Avg Trade %: All","Avg Trade %: Long","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade: Long","Avg Winning Trade: Short","Avg Winning Trade %: All","Avg Winning Trade %: Long","Avg Winning Trade %: Short","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Gross Loss: All","Gross Loss: Long","Gross Loss: Short","Gross Loss %: All","Gross Loss %: Long","Gross Loss %: Short","Gross Profit: All","Gross Profit: Long","Gross Profit: Short","Gross Profit %: All","Gross Profit %: Long","Gross Profit %: Short","Largest Losing Trade: All","Largest Losing Trade: Long","Largest Losing Trade: Short","Largest Losing Trade %: All","Largest Losing Trade %: Long","Largest Losing Trade %: Short","Largest Winning Trade: All","Largest Winning Trade: Long","Largest Winning Trade: Short","Largest Winning Trade %: All","Largest Winning Trade %: Long","Largest Winning Trade %: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Net Profit: All","Net Profit: Long","Net Profit: Short","Net Profit %: All","Net Profit %: Long","Net Profit %: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Max Drawdown","Open PL","Buy & Hold Return","Sharpe Ratio","Sortino Ratio","Max Drawdown %","Buy & Hold Return %","Open PL %","comment","__From","__To","__Length","__KSmoothing","__DLength","__Level","__CCI_Period","__T3_Period","__B","__Trade reverse","__Long Stop Loss %","__Enable Trailing","__Stop Loss","__Take Profit","__Trailing Stop","__Trailing Offset","__Source","__Filter","__Slow EMA Period","__Fast EMA Period","__Angle 1","__Angle 2","__Bull Angle Source","__Bear Angle Source"
397.50,397.50,0,397.50,397.50,0,0,0,0,11.33,11.33,0,2.27,2.27,0,-11.33,-11.33,0,-2.27,-2.27,0,0,0,0,0,0,0,0,0,0,22.67,22.67,0,4.53,4.53,0,0,0,0,0,0,0,11.98,11.98,0,2.45,2.45,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,-22.67,-22.67,0,-4.53,-4.53,0,2.00,2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,2.00,0,22.67,0,47.95,-0.71,-0.58,4.53,9.59,0,"Changed ""CCI_Period"": 555 => 375.",true,0,67.00,5.00,7.00,6.00,375.00,219.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",35.00,8.00,102.00,25.00,"hlc3","hlc3"
419.40,419.40,0,594.89,594.89,0,814.25,814.25,0,6.42,6.42,0,1.28,1.28,0,2.77,2.77,0,0.55,0.55,0,14.26,14.26,0,2.85,2.85,0,0,0,0,32.12,32.12,0,6.42,6.42,0,57.03,57.03,0,11.41,11.41,0,10.98,10.98,0,2.20,2.20,0,27.58,27.58,0,5.65,5.65,0,0,0,0,0.20,0.20,0,24.91,24.91,0,4.98,4.98,0,5.00,5.00,0,4.00,4.00,0,44.44,44.44,0,1.78,1.78,0,2.22,2.22,0,0,0,0,9.00,9.00,0,17.26,0,58.66,0.18,0.42,3.34,11.73,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,150.00,339.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,16.00,48.00,11.00,"hlc3","hlc3"
0,0,0,856.00,856.00,0,856.00,856.00,0,0,0,0,0,0,0,27.55,27.55,0,5.51,5.51,0,27.55,27.55,0,5.51,5.51,0,0,0,0,0,0,0,0,0,0,27.55,27.55,0,5.51,5.51,0,0,0,0,0,0,0,27.55,27.55,0,5.51,5.51,0,0,0,0,0.19,0.19,0,27.55,27.55,0,5.51,5.51,0,0,0,0,1.00,1.00,0,100.00,100.00,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,0,0,47.72,0,0,0,9.54,0,"Changed ""Fast EMA Period"": 9 => 14.",true,0,67.00,5.00,7.00,6.00,330.00,339.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,14.00,30.00,13.00,"hlc3","hlc3"
0,0,0,856.00,856.00,0,856.00,856.00,0,0,0,0,0,0,0,27.55,27.55,0,5.51,5.51,0,27.55,27.55,0,5.51,5.51,0,0,0,0,0,0,0,0,0,0,27.55,27.55,0,5.51,5.51,0,0,0,0,0,0,0,27.55,27.55,0,5.51,5.51,0,0,0,0,0.19,0.19,0,27.55,27.55,0,5.51,5.51,0,0,0,0,1.00,1.00,0,100.00,100.00,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,0,0,47.63,0,0,0,9.53,0,"Changed ""Angle 1"": 30 => 75.",true,0,67.00,5.00,7.00,6.00,330.00,339.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,14.00,75.00,13.00,"hlc3","hlc3"
0,0,0,856.00,856.00,0,856.00,856.00,0,0,0,0,0,0,0,27.55,27.55,0,5.51,5.51,0,27.55,27.55,0,5.51,5.51,0,0,0,0,0,0,0,0,0,0,27.55,27.55,0,5.51,5.51,0,0,0,0,0,0,0,27.55,27.55,0,5.51,5.51,0,0,0,0,0.19,0.19,0,27.55,27.55,0,5.51,5.51,0,0,0,0,1.00,1.00,0,100.00,100.00,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,0,0,47.72,0,0,0,9.54,0,"Changed ""Angle 2"": 13 => 30.",true,0,67.00,5.00,7.00,6.00,330.00,339.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,14.00,75.00,30.00,"hlc3","hlc3"
0,0,0,856.00,856.00,0,856.00,856.00,0,0,0,0,0,0,0,27.55,27.55,0,5.51,5.51,0,27.55,27.55,0,5.51,5.51,0,0,0,0,0,0,0,0,0,0,27.55,27.55,0,5.51,5.51,0,0,0,0,0,0,0,27.55,27.55,0,5.51,5.51,0,0,0,0,0.19,0.19,0,27.55,27.55,0,5.51,5.51,0,0,0,0,1.00,1.00,0,100.00,100.00,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,0,0,47.44,0,0,0,9.49,0,"Changed ""Angle 2"": 30 => 19.",true,0,67.00,5.00,7.00,6.00,330.00,339.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,14.00,75.00,19.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,510.00,159.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",40.00,8.00,102.00,29.00,"hlc3","hlc3"
151.00,151.00,0,151.00,151.00,0,0,0,0,7.74,7.74,0,1.55,1.55,0,-7.74,-7.74,0,-1.55,-1.55,0,0,0,0,0,0,0,0,0,0,7.74,7.74,0,1.55,1.55,0,0,0,0,0,0,0,7.74,7.74,0,1.55,1.55,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,-7.74,-7.74,0,-1.55,-1.55,0,1.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,7.74,0,54.35,0,0,1.55,10.87,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,285.00,339.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",20.00,15.00,57.00,25.00,"hlc3","hlc3"
178.00,178.00,0,178.00,178.00,0,0,0,0,5.46,5.46,0,1.09,1.09,0,-5.46,-5.46,0,-1.09,-1.09,0,0,0,0,0,0,0,0,0,0,5.46,5.46,0,1.09,1.09,0,0,0,0,0,0,0,5.46,5.46,0,1.09,1.09,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,-5.46,-5.46,0,-1.09,-1.09,0,1.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,5.46,0,53.91,0,0,1.09,10.78,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,510.00,249.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",40.00,5.00,93.00,19.00,"hlc3","hlc3"
550.00,550.00,0,550.00,550.00,0,0,0,0,1.18,1.18,0,0.24,0.24,0,-1.18,-1.18,0,-0.24,-0.24,0,0,0,0,0,0,0,0,0,0,1.18,1.18,0,0.24,0.24,0,0,0,0,0,0,0,1.18,1.18,0,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,-1.18,-1.18,0,-0.24,-0.24,0,1.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,1.18,0,55.05,0,0,0.24,11.01,0,"Changed ""T3_Period"": 249 => 398.",true,0,67.00,5.00,7.00,6.00,510.00,398.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",40.00,5.00,93.00,19.00,"hlc3","hlc3"
627.00,627.00,0,710.17,710.17,0,751.75,751.75,0,8.36,8.36,0,1.67,1.67,0,4.50,4.50,0,0.90,0.90,0,10.93,10.93,0,2.19,2.19,0,0,0,0,16.72,16.72,0,3.34,3.34,0,43.70,43.70,0,8.74,8.74,0,14.76,14.76,0,2.86,2.86,0,19.49,19.49,0,3.84,3.84,0,0,0,0,0.20,0.20,0,26.98,26.98,0,5.40,5.40,0,2.00,2.00,0,4.00,4.00,0,66.67,66.67,0,2.61,2.61,0,1.31,1.31,0,0,0,0,6.00,6.00,0,14.76,0,48.39,0.29,0.56,2.86,9.68,0,"Changed ""Fast EMA Period"": 5 => 11.",true,0,67.00,5.00,7.00,6.00,510.00,398.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",40.00,11.00,93.00,19.00,"hlc3","hlc3"
484.50,484.50,0,750.67,750.67,0,883.75,883.75,0,11.04,11.04,0,2.21,2.21,0,5.39,5.39,0,1.08,1.08,0,13.60,13.60,0,2.72,2.72,0,0,0,0,22.08,22.08,0,4.42,4.42,0,54.42,54.42,0,10.88,10.88,0,19.43,19.43,0,3.89,3.89,0,31.28,31.28,0,6.48,6.48,0,0,0,0,0.20,0.20,0,32.34,32.34,0,6.47,6.47,0,2.00,2.00,0,4.00,4.00,0,66.67,66.67,0,2.46,2.46,0,1.23,1.23,0,0,0,0,6.00,6.00,0,19.43,0,58.96,0.22,0.47,3.89,11.79,0,"Changed ""CCI_Period"": 510 => 240.",true,0,67.00,5.00,7.00,6.00,240.00,398.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",40.00,11.00,93.00,19.00,"hlc3","hlc3"
352.67,352.67,0,565.88,565.88,0,693.80,693.80,0,9.44,9.44,0,1.89,1.89,0,4.45,4.45,0,0.89,0.89,0,12.78,12.78,0,2.56,2.56,0,0,0,0,28.31,28.31,0,5.66,5.66,0,63.92,63.92,0,12.78,12.78,0,14.32,14.32,0,2.89,2.89,0,23.56,23.56,0,4.95,4.95,0,0,0,0,0.20,0.20,0,35.61,35.61,0,7.12,7.12,0,3.00,3.00,0,5.00,5.00,0,62.50,62.50,0,2.26,2.26,0,1.35,1.35,0,0,0,0,8.00,8.00,0,24.25,0,64.10,0.25,0.50,4.85,12.82,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,375.00,279.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,7.00,30.00,9.00,"hlc3","hlc3"
307.50,307.50,0,525.50,525.50,0,634.50,634.50,0,9.63,9.63,0,1.93,1.93,0,4.08,4.08,0,0.82,0.82,0,10.93,10.93,0,2.19,2.19,0,0,0,0,19.26,19.26,0,3.85,3.85,0,43.72,43.72,0,8.74,8.74,0,14.32,14.32,0,2.89,2.89,0,24.00,24.00,0,4.95,4.95,0,0,0,0,0.20,0.20,0,24.46,24.46,0,4.89,4.89,0,2.00,2.00,0,4.00,4.00,0,66.67,66.67,0,2.27,2.27,0,1.13,1.13,0,0,0,0,6.00,6.00,0,19.26,0,63.87,0.20,0.35,3.85,12.77,0,"Changed ""Angle 2"": 9 => 17.",true,0,67.00,5.00,7.00,6.00,375.00,279.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,7.00,30.00,17.00,"hlc3","hlc3"
98.00,98.00,0,372.50,372.50,0,464.00,464.00,0,4.47,4.47,0,0.89,0.89,0,5.38,5.38,0,1.08,1.08,0,8.67,8.67,0,1.73,1.73,0,0,0,0,4.47,4.47,0,0.89,0.89,0,26.01,26.01,0,5.20,5.20,0,4.47,4.47,0,0.89,0.89,0,23.68,23.68,0,4.78,4.78,0,0,0,0,0.20,0.20,0,21.54,21.54,0,4.31,4.31,0,1.00,1.00,0,3.00,3.00,0,75.00,75.00,0,5.82,5.82,0,1.94,1.94,0,0,0,0,4.00,4.00,0,4.47,0,64.10,0.25,1.31,0.89,12.82,0,"Changed ""B"": 0.08 => 0.02.",true,0,67.00,5.00,7.00,6.00,375.00,279.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,7.00,30.00,17.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,600.00,99.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",35.00,11.00,75.00,30.00,"hlc3","hlc3"
152.00,152.00,0,152.00,152.00,0,0,0,0,0.06,0.06,0,0.01,0.01,0,-0.06,-0.06,0,-0.01,-0.01,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0.01,0.01,0,0,0,0,0,0,0,0.06,0.06,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,-0.06,-0.06,0,-0.01,-0.01,0,1.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,0.06,0,51.15,0,0,0.01,10.23,0,"Changed ""B"": 0.02 => 0.08.",true,0,67.00,5.00,7.00,6.00,600.00,99.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",35.00,11.00,75.00,30.00,"hlc3","hlc3"
151.00,151.00,0,151.00,151.00,0,0,0,0,5.00,5.00,0,1.00,1.00,0,-5.00,-5.00,0,-1.00,-1.00,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0,2.00,2.00,0,0,0,0,0,0,0,9.94,9.94,0,1.99,1.99,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,-9.99,-9.99,0,-2.00,-2.00,0,2.00,2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,2.00,0,9.99,0,47.26,0,0,2.00,9.45,0,"Changed ""Angle 1"": 75 => 120.",true,0,67.00,5.00,7.00,6.00,600.00,99.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",35.00,11.00,120.00,30.00,"hlc3","hlc3"
352.00,352.00,0,563.25,563.25,0,633.67,633.67,0,3.62,3.62,0,0.72,0.72,0,1.33,1.33,0,0.27,0.27,0,2.98,2.98,0,0.60,0.60,0,0,0,0,3.62,3.62,0,0.72,0.72,0,8.93,8.93,0,1.79,1.79,0,3.62,3.62,0,0.72,0.72,0,5.84,5.84,0,1.18,1.18,0,0,0,0,0.20,0.20,0,5.31,5.31,0,1.06,1.06,0,1.00,1.00,0,3.00,3.00,0,75.00,75.00,0,2.46,2.46,0,0.82,0.82,0,0,0,0,4.00,4.00,0,3.62,0,63.44,0.21,0.42,0.72,12.69,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,375.00,189.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",20.00,5.00,93.00,15.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed ""Angle 1"": 93 => 120.",true,0,67.00,5.00,7.00,6.00,375.00,189.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",20.00,5.00,120.00,15.00,"hlc3","hlc3"
135.00,135.00,0,135.00,135.00,0,0,0,0,9.86,9.86,0,1.97,1.97,0,-9.86,-9.86,0,-1.97,-1.97,0,0,0,0,0,0,0,0,0,0,9.86,9.86,0,1.97,1.97,0,0,0,0,0,0,0,9.86,9.86,0,1.97,1.97,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0,-9.86,-9.86,0,-1.97,-1.97,0,1.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,9.86,0,18.81,0,0,1.97,3.76,0,"Changed ""CCI_Period"": 375 => 150.",true,0,67.00,5.00,7.00,6.00,150.00,189.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",20.00,5.00,120.00,15.00,"hlc3","hlc3"
159.00,159.00,0,159.00,159.00,0,0,0,0,11.76,11.76,0,2.35,2.35,0,-11.76,-11.76,0,-2.35,-2.35,0,0,0,0,0,0,0,0,0,0,23.52,23.52,0,4.70,4.70,0,0,0,0,0,0,0,13.66,13.66,0,2.79,2.79,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0,-23.52,-23.52,0,-4.70,-4.70,0,2.00,2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,2.00,0,23.52,0,18.81,-0.57,-0.50,4.70,3.76,0,"Changed ""Fast EMA Period"": 5 => 16.",true,0,67.00,5.00,7.00,6.00,150.00,189.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",20.00,16.00,120.00,15.00,"hlc3","hlc3"
135.00,135.00,0,135.00,135.00,0,0,0,0,9.86,9.86,0,1.97,1.97,0,-9.86,-9.86,0,-1.97,-1.97,0,0,0,0,0,0,0,0,0,0,9.86,9.86,0,1.97,1.97,0,0,0,0,0,0,0,9.86,9.86,0,1.97,1.97,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0,-9.86,-9.86,0,-1.97,-1.97,0,1.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,9.86,0,18.28,0,0,1.97,3.66,0,"Changed ""Fast EMA Period"": 16 => 4.",true,0,67.00,5.00,7.00,6.00,150.00,189.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",20.00,4.00,120.00,15.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed ""CCI_Period"": 150 => 375.",true,0,67.00,5.00,7.00,6.00,375.00,189.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",20.00,4.00,120.00,15.00,"hlc3","hlc3"
135.00,135.00,0,135.00,135.00,0,0,0,0,9.86,9.86,0,1.97,1.97,0,-9.86,-9.86,0,-1.97,-1.97,0,0,0,0,0,0,0,0,0,0,9.86,9.86,0,1.97,1.97,0,0,0,0,0,0,0,9.86,9.86,0,1.97,1.97,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0,-9.86,-9.86,0,-1.97,-1.97,0,1.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,9.86,0,18.30,0,0,1.97,3.66,0,"Changed ""CCI_Period"": 375 => 150.",true,0,67.00,5.00,7.00,6.00,150.00,189.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",20.00,4.00,120.00,15.00,"hlc3","hlc3"
135.00,135.00,0,135.00,135.00,0,0,0,0,9.86,9.86,0,1.97,1.97,0,-9.86,-9.86,0,-1.97,-1.97,0,0,0,0,0,0,0,0,0,0,9.86,9.86,0,1.97,1.97,0,0,0,0,0,0,0,9.86,9.86,0,1.97,1.97,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0,-9.86,-9.86,0,-1.97,-1.97,0,1.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,9.86,0,18.28,0,0,1.97,3.66,0,"Changed ""Angle 2"": 15 => 25.",true,0,67.00,5.00,7.00,6.00,150.00,189.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",20.00,4.00,120.00,25.00,"hlc3","hlc3"
570.50,570.50,0,716.50,716.50,0,862.50,862.50,0,6.04,6.04,0,1.21,1.21,0,3.75,3.75,0,0.75,0.75,0,13.55,13.55,0,2.71,2.71,0,0,0,0,12.08,12.08,0,2.42,2.42,0,27.09,27.09,0,5.42,5.42,0,10.36,10.36,0,1.97,1.97,0,25.00,25.00,0,4.98,4.98,0,0,0,0,0.20,0.20,0,15.02,15.02,0,3.00,3.00,0,2.00,2.00,0,2.00,2.00,0,50.00,50.00,0,2.24,2.24,0,2.24,2.24,0,0,0,0,4.00,4.00,0,12.08,0,60.03,0.17,0.46,2.29,12.01,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,375.00,339.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",45.00,9.00,66.00,11.00,"hlc3","hlc3"
0,0,0,843.00,843.00,0,843.00,843.00,0,0,0,0,0,0,0,4.10,4.10,0,0.82,0.82,0,4.10,4.10,0,0.82,0.82,0,0,0,0,0,0,0,0,0,0,4.10,4.10,0,0.82,0.82,0,0,0,0,0,0,0,4.10,4.10,0,0.82,0.82,0,0,0,0,0.20,0.20,0,4.10,4.10,0,0.82,0.82,0,0,0,0,1.00,1.00,0,100.00,100.00,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,0,0,61.18,0,0,0,12.24,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,600.00,189.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,18.00,120.00,25.00,"hlc3","hlc3"
319.00,319.00,0,647.17,647.17,0,811.25,811.25,0,15.09,15.09,0,3.02,3.02,0,-0.46,-0.46,0,-0.09,-0.09,0,6.85,6.85,0,1.37,1.37,0,0,0,0,30.19,30.19,0,6.04,6.04,0,27.41,27.41,0,5.48,5.48,0,19.72,19.72,0,3.94,3.94,0,21.78,21.78,0,4.60,4.60,0,0,0,0,0.20,0.20,0,-2.78,-2.78,0,-0.56,-0.56,0,2.00,2.00,0,4.00,4.00,0,66.67,66.67,0,0.91,0.91,0,0.45,0.45,0,0,0,0,6.00,6.00,0,26.25,0,59.01,-0.02,-0.03,5.25,11.80,0,"Changed ""Fast EMA Period"": 18 => 8.",true,0,67.00,5.00,7.00,6.00,600.00,189.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,8.00,120.00,25.00,"hlc3","hlc3"
185.00,185.00,0,643.75,643.75,0,796.67,796.67,0,10.90,10.90,0,2.18,2.18,0,4.13,4.13,0,0.83,0.83,0,9.14,9.14,0,1.83,1.83,0,0,0,0,10.90,10.90,0,2.18,2.18,0,27.42,27.42,0,5.48,5.48,0,10.90,10.90,0,2.16,2.16,0,22.68,22.68,0,4.60,4.60,0,0,0,0,0.20,0.20,0,16.52,16.52,0,3.30,3.30,0,1.00,1.00,0,3.00,3.00,0,75.00,75.00,0,2.52,2.52,0,0.84,0.84,0,0,0,0,4.00,4.00,0,10.90,0,60.95,0.20,0.70,2.16,12.19,0,"Changed ""Angle 2"": 25 => 13.",true,0,67.00,5.00,7.00,6.00,600.00,189.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,8.00,120.00,13.00,"hlc3","hlc3"
725.50,725.50,0,836.33,836.33,0,1058.00,1058.00,0,5.63,5.63,0,1.13,1.13,0,2.39,2.39,0,0.48,0.48,0,18.45,18.45,0,3.69,3.69,0,0,0,0,11.27,11.27,0,2.25,2.25,0,18.45,18.45,0,3.69,3.69,0,8.79,8.79,0,1.70,1.70,0,18.45,18.45,0,3.69,3.69,0,0,0,0,0.20,0.20,0,7.18,7.18,0,1.44,1.44,0,2.00,2.00,0,1.00,1.00,0,33.33,33.33,0,1.64,1.64,0,3.27,3.27,0,0,0,0,3.00,3.00,0,11.27,0,47.52,0.11,0.26,2.17,9.50,0,"Changed ""T3_Period"": 189 => 369.",true,0,67.00,5.00,7.00,6.00,600.00,369.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,8.00,120.00,13.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed ""Angle 2"": 13 => 25.",true,0,67.00,5.00,7.00,6.00,600.00,369.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,8.00,120.00,25.00,"hlc3","hlc3"
668.67,668.67,0,670.80,670.80,0,674.00,674.00,0,9.19,9.19,0,1.84,1.84,0,-0.55,-0.55,0,-0.11,-0.11,0,12.42,12.42,0,2.48,2.48,0,0,0,0,27.58,27.58,0,5.52,5.52,0,24.83,24.83,0,4.97,4.97,0,16.65,16.65,0,3.33,3.33,0,17.83,17.83,0,3.69,3.69,0,0,0,0,0.19,0.19,0,-2.74,-2.74,0,-0.55,-0.55,0,3.00,3.00,0,2.00,2.00,0,40.00,40.00,0,0.90,0.90,0,1.35,1.35,0,0,0,0,5.00,5.00,0,16.65,0,57.20,-0.02,-0.04,3.33,11.44,0,"Changed ""Angle 2"": 25 => 11.",true,0,67.00,5.00,7.00,6.00,600.00,369.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,8.00,120.00,11.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed ""Angle 1"": 120 => 66.",true,0,67.00,5.00,7.00,6.00,600.00,369.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,8.00,66.00,11.00,"hlc3","hlc3"
